numerical_id,idiom,idiom_literal_translation,idiomatic_meaning,idiomatic_meaning_translation,familiarity,sd_familiarity,n_familiarity,knowledge,sd_knowledge,n_knowledge,knowledge_%,decomposability,n_decomposability,literality,sd_literality,n_literality,predictability_%,n_predictability,valence,sd_valence,n_valence,arousal,sd_arousal,n_arousal,length_in_letters,length_in_words
740,No tener ni pies ni cabeza,To have neither head nor feet,No tener sentido,Not making sense,5.809523809523809,1.504,21,6.904761904761905,0.301,20,95.23809523809523,0.6086956521739131,23,4.454545454545454,2.425,22,95.0,20,2.3333333333333335,1.065,22,3.28,1.745,25,21,6
741,No tener pelos en la lengua,To have no hair on your tongue,Hablar claro y directo,To speak clearly and directly,6.1,1.165,20,6.75,0.55,20,95.0,0.20833333333333334,24,4.913043478260869,1.952,23,94.73684210526315,19,4.444444444444445,1.756,18,4.72,1.72,25,22,6
742,No tener sangre en las venas,Not having blood in your veins,Tener poca iniciativa,Having little initiative,5.809523809523809,1.25,21,6.55,0.759,20,85.0,0.16666666666666666,24,2.9565217391304346,2.078,23,88.88888888888889,18,1.619047619047619,0.74,21,3.0454545454545454,2.38,22,23,6
743,No tocar con los pies en el suelo,Not having feet on the ground,No ser realista,Not being realistic,3.3,2.105,20,5.35,2.059,20,75.0,0.30434782608695654,23,5.318181818181818,1.985,22,80.0,20,2.769230769230769,1.423,13,3.409090909090909,1.403,22,26,8
744,No ver tres en un burro,Not seeing three on a donkey,Ver muy poco,Seeing too little,5.08,1.998,25,5.857142857142857,1.931,21,90.47619047619048,0.47619047619047616,21,2.772727272727273,1.744,22,75.0,20,1.9047619047619047,0.944,21,2.4545454545454546,1.371,22,18,6
745,Nos están meando y dicen que llueve,They are pissing on us and they say it's raining,Nos engañan con buenas palabras,We are fooled by fine words,2.590909090909091,2.239,22,4.181818181818182,2.788,22,40.909090909090914,0.23809523809523808,21,3.466666666666667,1.846,15,22.22222222222222,18,1.6111111111111112,0.778,18,3.3529411764705883,2.206,17,29,7
746,Oir tocar campanas,Hearing bells ringing,Dar publicidad a los éxitos propios,Publicizing one's own successes,2.7142857142857144,1.901,21,2.888888888888889,2.055,18,5.555555555555555,0.23809523809523808,21,6.133333333333334,1.552,15,20.0,20,4.476190476190476,1.401,21,3.761904761904762,2.234,21,16,3
747,"Ojos que no ven, corazón que no siente","Eyes that don't see, heart that doesn't feel",No se sufre por lo que no se sabe,Do not suffer for what you do not know,6.523809523809524,0.981,21,6.666666666666667,0.617,15,80.0,0.8260869565217391,23,2.8095238095238093,2.272,21,100.0,23,3.892857142857143,1.197,28,3.0869565217391304,1.807,23,31,8
748,Oler a chamusquina,Smell the scorch,Indicios de que algo va a salir mal,Signs that something is going to go wrong,4.190476190476191,1.834,21,6.533333333333333,1.302,15,93.33333333333333,0.3181818181818182,22,4.65,2.11,20,5.263157894736842,19,1.6538461538461537,0.689,26,3.1739130434782608,1.557,23,16,3
749,Oler a rayos,Smell like lightning,Oler muy mal,Smell very bad,2.4545454545454546,1.765,22,5.636363636363637,2.216,22,86.36363636363636,0.35714285714285715,28,2.3529411764705883,1.656,17,0.0,19,1.6,0.91,15,3.0,2.031,17,10,3
750,Pagar a escote,Pay to neckline,Entre todos por igual,Among all equally,2.0,1.924,21,2.6,2.384,15,20.0,0.14285714285714285,21,2.2666666666666666,2.12,15,0.0,20,3.3,1.16,10,4.2,0.837,5,12,3
751,Pagar el pato,Paying the duck,Ser castigado inmerecidamente,Being undeservedly punished,4.548387096774194,2.079,31,5.285714285714286,2.283,21,75.0,0.08333333333333333,24,4.142857142857143,2.287,21,40.0,20,1.85,0.813,20,2.9473684210526314,1.615,19,11,3
752,Pagar los platos rotos,Pay for the broken dishes,Ser castigado injustamente,To be unjustly punished,4.714285714285714,1.848,21,6.05,1.504,20,80.0,0.2692307692307692,26,5.217391304347826,1.731,23,76.19047619047619,21,2.238095238095238,1.609,21,4.523809523809524,1.569,21,19,4
753,Para parar un tren,To stop a train,Gran abundancia de algo,Great abundance of something,4.0,2.121,25,5.476190476190476,2.358,21,47.61904761904761,0.2857142857142857,21,4.0,2.258,21,65.0,20,5.235294117647059,1.348,17,5.052631578947368,1.471,19,15,4
754,Parar en seco,To stop dead in its tracks,Detenerse repentinamente,To stop suddenly,4.9523809523809526,2.085,21,5.333333333333333,2.309,20,80.95238095238095,0.8571428571428571,21,4.045454545454546,2.278,22,33.33333333333333,21,3.210526315789474,1.084,20,3.2,1.528,25,11,3
755,Parar los pies,To stop the feet,Detener una acción inconveniente de alguien,To stop an inconvenient action by someone,5.72,1.514,25,6.380952380952381,1.564,21,76.19047619047619,0.8846153846153846,26,5.916666666666667,1.1,24,66.66666666666666,18,3.6818181818181817,1.46,22,3.8636363636363638,1.699,22,12,3
756,Partir la cara,To split the face,Pelear,Fighting,5.619047619047619,1.532,21,6.333333333333333,1.029,18,100.0,0.8,25,4.8,2.285,20,8.695652173913043,23,2.076923076923077,1.44,26,4.55,2.064,20,12,3
757,Partir peras,To split pears,Romper una relación,Breaking up a relationship,1.619047619047619,1.596,21,2.1,2.1,20,15.0,0.03333333333333333,30,4.470588235294118,2.787,17,5.0,20,2.4,0.894,5,3.375,1.408,8,11,2
758,Partirse de risa,To split oneself laughing,Reír mucho y con muchas ganas,Laughing a lot and with a lot of enthusiasm,6.428571428571429,0.926,21,6.777777777777778,0.428,18,100.0,0.5217391304347826,23,2.8,2.142,20,83.33333333333334,18,6.153846153846154,1.287,26,5.476190476190476,1.778,21,14,3
759,Partirse el pecho,To split one's chest,Esforzarse en defender a alguien,Striving to defend someone,5.0,1.789,21,6.333333333333333,1.113,15,26.666666666666668,0.21428571428571427,28,3.9523809523809526,2.179,21,5.555555555555555,18,4.666666666666667,2.353,27,5.818181818181818,0.958,22,15,3
760,Pasar de castaño a oscuro,Going from brown to dark,Sobrepasar los límites tolerables,Exceeding tolerable limits,4.809523809523809,1.887,21,4.222222222222222,2.045,18,66.66666666666666,0.391304347826087,23,4.526315789473684,1.775,19,45.0,20,1.9230769230769231,0.891,26,3.619047619047619,1.962,21,21,5
761,Pasar factura,To pass the bill,Tener consecuencias,Having consequences,6.5,0.859,22,6.318181818181818,1.086,22,86.36363636363636,0.42857142857142855,21,4.5,1.855,18,0.0,20,2.08,1.038,25,3.5555555555555554,1.739,27,12,2
762,Pasar la noche en blanco,Spending a night in white ,No dormir,Not sleeping,4.285714285714286,2.348,21,4.095238095238095,2.567,20,52.38095238095239,0.46153846153846156,26,1.6666666666666667,0.84,18,0.0,20,3.2941176470588234,1.312,18,2.84,1.546,25,20,5
763,Pasar la noche en vela,Spending a sleepless night,No dormir,Not sleeping,6.0,1.038,27,6.857142857142857,0.478,21,100.0,0.375,24,3.7037037037037037,2.317,27,84.61538461538461,20,2.727272727272727,1.202,22,3.8,2.067,20,18,5
764,Pasar las de Caín,To go through the pains of Cain,Pasar muchas calamidades,Going through many calamities,2.5238095238095237,1.806,21,4.285714285714286,2.667,20,66.66666666666666,0.2608695652173913,23,2.6666666666666665,1.91,18,33.33333333333333,18,1.3888888888888888,0.608,19,4.130434782608695,1.866,23,14,4
765,Pasar página,Turning over a new leaf,Dar por terminado algo,Terminating something,6.7727272727272725,0.429,22,6.7272727272727275,0.55,22,86.36363636363636,0.8260869565217391,23,5.5,1.757,18,22.5,20,5.48,1.358,25,4.518518518518518,1.988,27,11,2
766,Pasar por alto,Overlook,Omitir/olvidar algo que se debía tratar,Omitting/forgetting something that needed to be dealt with,6.0476190476190474,1.024,21,6.4,1.046,20,100.0,0.2916666666666667,24,3.217391304347826,2.022,23,38.095238095238095,21,3.9047619047619047,0.944,21,2.6818181818181817,1.359,22,12,3
767,Pasar por encima,Go over the top,Avasallar,Overruling,4.954545454545454,2.236,22,4.590909090909091,2.594,22,50.0,0.8695652173913043,23,5.444444444444445,1.79,18,11.904761904761903,21,2.375,1.209,24,3.730769230769231,1.951,26,14,3
768,Pasarlas canutas,To have a hard time,Pasarlo muy mal por una situación difícil,Having a hard time with a difficult situation,4.904761904761905,1.513,21,6.5,0.618,18,100.0,0.4090909090909091,22,2.25,1.372,20,50.0,18,1.6538461538461537,0.689,26,4.095238095238095,1.998,21,15,2
769,Pasarle a alguien una patata caliente,Passing someone a hot potato,Descargar la responsabilidad en otro,Shifting responsibility onto someone else,4.074074074074074,1.639,27,4.619047619047619,2.291,21,85.71428571428571,0.43478260869565216,23,5.230769230769231,2.026,26,63.1578947368421,19,2.2777777777777777,0.958,18,4.214285714285714,2.225,14,32,6
770,Pasarse de frenada,Over braking,Ir demasiado lejos con algo,Going too far with something,2.0952380952380953,1.375,21,3.4285714285714284,2.638,20,38.095238095238095,0.5666666666666667,30,3.6842105263157894,2.311,19,2.5,20,2.6,1.056,16,3.5217391304347827,1.442,23,16,3
771,Pasarse de la raya,To step out of line,Ir más allá de lo permitido,Going beyond what is allowed,5.666666666666667,1.592,21,6.333333333333333,0.84,18,100.0,0.8695652173913043,23,5.7,1.525,20,100.0,23,2.076923076923077,0.796,26,4.333333333333333,1.906,21,15,4
772,Pasarse de rosca,To go over the nut of the bolt,Ir más allá de lo permitido,Going beyond what is allowed,5.458333333333333,1.474,24,5.7368421052631575,1.593,19,73.68421052631578,0.5416666666666666,24,2.7142857142857144,1.617,21,12.5,20,2.3703703703703702,0.839,27,3.25,1.713,20,14,3
773,Pasarse tres pueblos,Going three vilages too far,"Excederse, extralimitarse","Exceeding oneself, overreaching",6.428571428571429,0.746,21,6.6,0.681,20,65.0,0.782608695652174,23,4.086956521739131,2.193,23,78.94736842105263,19,1.8571428571428572,1.424,21,4.9523809523809526,1.627,21,18,3
774,Pedir peras al olmo,Asking for pears from the elm tree,No se debe pretender algo imposible,Do not pretend something impossible,4.166666666666667,2.069,30,6.142857142857143,1.797,21,90.47619047619048,0.375,24,2.35,1.872,20,52.94117647058824,17,2.586206896551724,1.181,29,2.8214285714285716,1.467,28,16,4
775,Pedir tiempo muerto,Calling time-out,Pedir una tregua,Ask for a truce,4.75,1.517,20,6.25,1.446,20,95.0,0.5833333333333334,24,3.869565217391304,2.052,23,44.44444444444444,18,3.4444444444444446,0.856,18,2.76,1.2,25,17,3
776,Pegarse las sábanas,Sticking to the sheets,Quedarse dormido,To fall asleep,6.166666666666667,1.341,24,6.578947368421052,0.838,19,100.0,0.5,22,4.571428571428571,2.158,21,36.84210526315789,19,3.1481481481481484,1.322,27,2.1578947368421053,1.015,19,17,3
777,Peinar canas,Combing gray hair,Ser viejo,Be old,2.5454545454545454,2.11,22,2.090909090909091,1.925,22,9.090909090909092,0.8846153846153846,26,5.333333333333333,2.103,12,0.0,20,3.6923076923076925,1.251,13,2.6666666666666665,1.497,12,11,2
778,Peinar la zona,Combing the area,Revisar minuciosamente un lugar,To check a place thoroughly,3.1904761904761907,1.75,21,6.0476190476190474,1.687,20,80.95238095238095,0.2857142857142857,28,3.5,2.565,20,15.0,20,4.0588235294117645,0.966,18,3.4347826086956523,1.472,23,12,3
779,Pensar en las musarañas,Thinking of shrews,Estar distraído,Being distracted,5.32258064516129,1.904,31,6.428571428571429,0.978,21,100.0,0.20833333333333334,24,3.1363636363636362,1.983,22,43.47826086956522,23,2.9523809523809526,1.117,21,2.0,1.345,22,20,4
780,Perder aceite,Losing oil,Mostrar maneras homosexuales,Showing homosexual manners,4.625,2.337,24,5.157894736842105,2.218,19,43.75,0.07692307692307693,26,4.409090909090909,2.557,22,0.0,23,2.6538461538461537,1.231,26,2.5789473684210527,1.261,19,12,2
781,Perder el hilo,Losing the thread,Ser incapaz de retomar un discurso,Being unable to resume a speech,5.16,1.625,25,6.380952380952381,1.203,21,100.0,0.4,25,4.916666666666667,1.954,24,5.084745762711865,20,2.6363636363636362,0.848,22,2.5,1.012,22,12,3
782,Perder el Norte,Losing the North,"Desorientarse, confundirse","Becoming disoriented, confused",5.55,0.945,20,6.35,1.226,20,90.0,0.8846153846153846,26,5.260869565217392,1.602,23,40.67796610169492,20,1.8888888888888888,0.832,18,3.32,1.626,25,13,3
783,Perder el tren,Missing the train,Perder la última oportunidad,Losing one's last chance,5.2727272727272725,1.882,22,5.954545454545454,2.126,22,81.81818181818183,0.7391304347826086,23,5.5,1.689,18,0.0,20,1.9166666666666667,0.881,24,2.96,1.881,25,12,3
784,Perder la cabeza,Losing one's head,Actuar sin cordura,Acting without sanity,6.08,0.954,25,6.333333333333333,1.155,21,100.0,0.6666666666666666,24,3.25,2.541,24,68.42105263157895,19,2.5,1.144,22,4.454545454545454,1.711,22,14,3
785,Perder los estribos,Losing your stirrup,Imposibilidad de controlarse,Inability to control oneself,4.380952380952381,1.687,21,5.888888888888889,1.231,18,100.0,0.6086956521739131,23,5.4,1.957,20,20.689655172413794,19,2.1538461538461537,0.881,26,4.761904761904762,2.166,21,17,3
786,Perder los nervios,Losing your nerves,Ponerse muy nervioso,Becoming very nervous,6.571428571428571,1.028,21,6.666666666666667,0.617,15,73.33333333333333,0.9333333333333333,30,3.619047619047619,2.559,21,24.137931034482758,19,1.5357142857142858,0.576,28,5.521739130434782,1.729,23,16,3
787,Perder los papeles,Losing one's papers,Perder el dominio de sí mismo,Losing self-control,6.2,1.215,30,6.619047619047619,1.322,21,80.95238095238095,0.42857142857142855,21,4.904761904761905,2.606,21,43.103448275862064,19,1.3928571428571428,0.567,28,4.758620689655173,2.132,29,16,3
788,Pesar como una losa,Weighing like a slab,Algo que supone un gran esfuerzo físico o mental,Something that involves great physical or mental effort,2.7142857142857144,2.028,21,4.133333333333334,2.532,15,0.0,0.43478260869565216,23,4.45,2.235,20,0.0,20,2.6956521739130435,1.105,23,2.230769230769231,0.832,13,16,4
789,Picar algo,To sting something,Tomar algo de alimento,Taking something to eat,6.566666666666666,0.817,30,6.476190476190476,1.365,21,90.47619047619048,0.7692307692307693,26,5.523809523809524,1.887,21,13.157894736842104,19,4.464285714285714,1.29,28,3.75,2.102,28,9,2
790,Picar la curiosidad,To sting curiosity,Sentir curiosidad,Feeling curious,5.666666666666667,1.461,21,6.428571428571429,1.434,20,90.47619047619048,0.8636363636363636,22,2.1818181818181817,1.68,22,11.76470588235294,17,4.809523809523809,0.75,22,3.52,1.558,25,17,3
791,Picar muy alto,To sting too high,Tener aspiraciones demasiado elevadas,Having too high aspirations,2.619047619047619,2.061,21,4.111111111111111,2.246,18,66.66666666666666,0.4166666666666667,24,4.466666666666667,2.386,15,26.31578947368421,19,4.739130434782608,1.421,23,3.8947368421052633,1.912,19,12,3
792,Picar piedra,Chopping stone,Llevar a cabo tareas monótonas o aburridas,Carrying out monotonous or boring tasks,3.125,1.825,24,4.315789473684211,2.311,19,36.84210526315789,0.2692307692307692,26,6.1,1.41,20,26.31578947368421,19,3.909090909090909,1.54,22,3.7222222222222223,1.742,18,11,2
793,Pillar a alguien con las manos en la masa,To catch someone with hands in dough,Sorprender haciendo algo malo,Surprising someone by doing something wrong,6.083333333333333,1.412,24,6.842105263157895,0.375,19,100.0,0.6333333333333333,30,6.181818181818182,1.053,22,94.44444444444444,18,2.392857142857143,1.166,28,4.1,1.165,20,33,9
794,Pillar a alguien en un renuncio,Catch someone in a resignation,Coger a alguien en una mentira o contradicción,Catching someone in a lie or contradiction,1.8571428571428572,1.58,28,1.9473684210526316,1.985,19,10.526315789473683,0.4166666666666667,24,3.4166666666666665,2.234,12,11.76470588235294,17,3.2,1.229,10,2.5,1.069,8,26,6
795,Pillar con el paso cambiado,To pick someone with the changed step,Sorprender a alguien,Surprising someone,1.5,1.0,28,1.5263157894736843,1.467,19,10.526315789473683,0.13043478260869565,23,2.0,1.414,12,38.095238095238095,21,2.375,1.061,8,2.5,1.309,8,23,5
796,Pillar el punto,To pick up the point,Entender o conocer algo bien,Understanding or knowing something well,5.870967741935484,1.335,31,5.9523809523809526,1.465,21,95.23809523809523,0.5384615384615384,26,2.6818181818181817,1.756,22,0.0,20,5.476190476190476,1.209,21,3.6666666666666665,1.683,21,13,3
797,Pillarse los dedos,To pinch one's fingers,Consecuencias negativas por equivocación o descuido,Negative consequences due to mistake or carelessness,4.15,2.412,20,4.9,1.944,20,50.0,0.391304347826087,23,6.304347826086956,1.063,23,91.30434782608695,23,1.8888888888888888,0.676,18,3.8333333333333335,1.736,24,16,3
798,Pinchar y no sacar sangre,To prick and not draw blood,"En shock, muy sorprendido","Shocked, very surprised",3.04,2.15,25,3.6666666666666665,2.536,21,23.809523809523807,0.17391304347826086,23,4.142857142857143,2.33,21,45.0,20,3.235294117647059,1.522,17,3.1052631578947367,1.329,19,21,5
799,Pintan bastos,The hand is of clubs,Se presenta una situación complicada,A complicated situation is presented,1.3333333333333333,0.868,24,2.0,1.764,19,15.789473684210526,0.043478260869565216,23,3.727272727272727,2.102,11,10.0,20,3.0,1.0,5,2.5,1.087,12,12,2
800,Pisar fuerte,To step hard,Actuar con seguridad y energía,Acting with confidence and energy,5.458333333333333,1.719,24,5.894736842105263,1.595,19,84.21052631578947,0.6956521739130435,23,6.318181818181818,1.086,22,29.411764705882355,17,5.892857142857143,0.916,28,5.7,1.218,20,11,2
801,Pisar los talones,To step on the heels,Seguir muy de cerca de una persona,Follow a person very closely,4.428571428571429,1.989,21,6.0,1.464,15,80.0,0.92,25,5.9,1.683,20,26.08695652173913,23,3.5384615384615383,1.104,26,3.8,1.642,20,15,3
802,Planchar la oreja,Ironing the ear,Dormir,Sleep,3.761904761904762,2.022,21,5.25,2.468,20,70.0,0.043478260869565216,23,3.6818181818181817,2.398,22,10.0,20,4.529411764705882,2.125,17,2.4705882352941178,1.505,17,15,3
803,Plantar cara,To face something,Hacer frente a algo/alguien,Coping with something/someone,6.25,0.944,24,6.684210526315789,0.582,19,100.0,0.75,28,2.409090909090909,1.894,22,26.08695652173913,23,5.285714285714286,1.213,28,5.6,1.095,20,11,2
