idiom,num_contexts,contexts
a  veces ,326,"Por  lo  tanto ,  a  veces  los  datos  que  están  disponibles  para  la  recopilación  impactan  la  estrategia  en  línea . ||| Ella  se  acredita  a  veces  como  "" Christina  Tucci "" . ||| Un  popular  escritor  de  la  época  fue  Unno  Juza ,  a  veces  llamado  "" el  padre  de  la  ciencia  ficción  japonesa "" . ||| A  pesar  de  que  los  sistemas  de  salud  en  Polonia  son  gratuitos  para  las  personas  cubiertas  con  seguro  de  salud,​  a  veces  estos  son  lentos . ||| El  evento  de  Tunguska  se  explica  a  veces  de  esta  manera . ||| Este  desempeño  se  utiliza  a  veces  en  lugar  del  vídeo  principal . ||| De  hecho ,  a  veces  debe  elegir  deliberadamente  el  mal . ||| Hannah  también  a  veces  intenta  usar  su  doble  personalidad  como  excusa . ||| Ella  es  también  muy  adinerada  y  a  veces  puede  encontrarse  ayudando  a  Kotaro  con  Chinami . ||| El  presidente  Polk  a  veces  discutía  asuntos  de  política  con  ella ."
entrara  en  vigor,3,"En  el  centro  y  norte  de  la  región  de  Palestina ,  los  israelíes  habían  logrado  obtener  ganancias  territoriales  sustanciales  antes  de  que  la  segunda  tregua  de  la  guerra  entrara  en  vigor . ||| Los  deshechos  fueron  exportados  antes  que  la  Convención  de  Basilea  que  prohíbe  la  exportación  de  residuos  peligrosos  para  el  medio  ambiente  entrara  en  vigor . ||| Por  último ,  el  18  de  julio ,  los  israelíes  capturaron  Hatta  y  Karatiyya ,  defendiéndose  con  éxito  de  un  contraataque  egipcio  de  último  minuto  antes  que  la  segunda  tregua  de  la  guerra  entrara  en  vigor ."
de  Seguro ,3,"El  15  de  noviembre  de  1999 ,  el  Banco  Nacional  de  Kazajistán  se  convirtió  en  el  fundador  y  el  único  accionista  del  Fondo  de  Seguro  de  Depósitos  de  Kazajistán  ( "" KDIF "" ) . ||| California  fue  alabado  como  el  primer  estado  en  la  nación  de  iniciar  una  iniciativa  de  este  tipo  y  se  coordinaría  con  la  Corporación  Federal  de  Seguro  de  Depósitos . ||| A  menudo ,  a  Lucky  le  resulta  difícil  mantener  un  empleo  ( no  tiene  crédito  ni  número  de  Seguro  Social ) ."
a  discreción ,3,"Los  pagos  realizados  fuera  del  fondo  se  hicieron  exclusivamente  a  discreción  de  Bormann . ||| La  cuestión  de  quién  y  qué  era  "" adecuado ""  quedó  a  discreción  de  los  líderes  militares  caso  por  caso . ||| Aproximadamente  unas  8.000  a  10.000  M249  continuarán  en  servicio  con  el  Cuerpo  de  Marines  para  su  uso  a  discreción  de  los  comandantes  de  compañía ."
cambia  de  opinión ,3,"Aunque  él  cambia  de  opinión  después  de  ver  a  Mikoto  realmente  montar  una  bicicleta . ||| El  Doctor  cambia  de  opinión  cuando  Turlough  le  recuerda  lo  que  los  Silurianos  piensan  hacer  si  lanzan  los  misiles . ||| Sin  embargo ,  él  cambia  de  opinión  después  de  ver  que  Arang  tiene  alguna  forma  una  horquilla  distintivo  que  dio  a  su  madre  en  su  última  reunión ."
tiene  lugar,3,"Todo  el  público  está  conmocionado  por  el  suceso  que  tiene  lugar ,  en  especial  Julián  Ledezma  y  la  familia  de  Paola . ||| Holmes  y  Watson  llegan  a  inspeccionar  cada  escena  del  crimen  después  de  que  el  asesinato  tiene  lugar ,  dando  al  jugador  una  mirada  de  cerca  del  trabajo  de  Jack . ||| Entre  1994  y  1995  tiene  lugar ,  en  dos  partes ,  la  IV  Asamblea  Nacional  de  la  APU ."
de  última  hora ,3,"También  pidió  una  reescritura  de  última  hora  para  que  K-9  se  convirtiera  en  personaje  regular . ||| Cornelis  fue  parte  de  un  acuerdo  de  transferencia  de  última  hora  en  la  tarde  en  la  noche  del  31  de  agosto  de  2009 . ||| Fue  elegido  como  reemplazo  de  última  hora  de  una  operación  para  ayudar  a  las  Fuerzas  Armadas  Polacas  en  Kaliningrado ,  sin  mucho  tiempo  para  revisar  el  informe ."
en  el  Acto ,3,"Los  cortes  posteriormente  introducidos  por  el  Directorio  en  el  Acto  III  de  la  ópera  hicieron  mucho  daño . ||| Ellas  son  derrotadas  por  Eternal  Sailor  Moon  en  el  Acto  49 ,  pero  no  antes  de  que  logren  aumentar  en  gran  medida  el  poder  de  Sailor  Galaxia . ||| Sin  embargo ,  incluyó  añadidos  como  una  lujosa  procesión  pueblerina  en  el  Acto  1  y  un  número  de  baile  durante  la  fiesta  en  el  Acto  2 ."
abrió  fuego ,3,"Ariel  Sharon ,  que  dirigió  el  ataque  personalmente ,  escribió  en  su  informe :  "" El  enemigo  abrió  fuego  sobre  mí  desde  el  noroeste ... ||| En  algún  momento ,  la  policía  abrió  fuego  contra  sus  helicópteros . ||| Kerry  abrió  fuego  contra  presuntos  guerrilleros  en  la  orilla ."
Sin  duda,3,"Sin  duda ,  puedo  ver  que  preservar  parte  de  tu  lengua  y  cultura  mediante  proyectos  colaborativos  tiene  mucho  sentido . » ||| Sin  duda ,  esto  sucedió  porque  el  mensaje  en  sí  contenía  solo  las  letras  identificativas  de  los  campos  de  exterminio  seguidos  por  los  totales  numéricos . ||| Sin  duda ,  esto  contribuyó  al  fracaso  de  la  campaña  otomana ."
pueden  quedarse ,3,"Como  parte  del  acuerdo  con  esta  compañía ,  miembros  Scout  del  Reino  Unido  y  afueras  pueden  quedarse  con  un  precio  reducido . ||| La  familia  se  acerca  a  un  grupo  de  trabajadores  Amish ,  preguntando  si  pueden  quedarse  en  la  aldea  de  los  trabajadores  para  el  fin  de  semana . ||| Sin  embargo ,  a  diferencia  de  esos  autos ,  los  clientes  pueden  quedarse  con  el  auto  por  su  cuenta ."
cambió  de  opinión ,3,"Sin  embargo ,  el  Rey  cambió  de  opinión  en  el  último  minuto  y  eligió  a  Lavinia . ||| Sin  embargo ,  cambió  de  opinión  y ,  a  finales  de  1945 ,  justo  antes  de  salir  del  gobierno  para  volver  a  Wall  Street ,  propuso  poner  fin  a  la  segregación  en  las  fuerzas  armadas . ||| Tras  una  visita  a  Alemania  con  su  esposa  en  1937 ,  Lewis  cambió  de  opinión  y  comenzó  a  retractarse  de  sus  anteriores  comentarios  políticos ."
Hoy  por  hoy ,3,"“ Violaciones  a  los  derechos  humanos  a  gran  escala  y  el  terrorismo  de  estado  siguen  siendo  la  orden  del  día …  Hoy  por  hoy  todos  están  en  peligro ,  no  solamente  aquellas  personas  que  viven  en  Chechenia ,  pero  también  las  que  viven  en  Rusia …  La  sociedad  responderá . ||| Hoy  por  hoy  Akiko  continúa  diseñando  joyas  en  cantidades  limitadas . ||| Hoy  por  hoy  la  UACJ  se  conforma  por  cuatro  institutos  y  tres  divisiones  multidisciplinarias  dentro  del  estado  de  Chihuahua ."
la  militancia ,3,No  era  la  militancia  que  se  vio  más  tarde . ||| El  siglo  pasado  abandonó  la  militancia  política  de  partido . ||| Algunos  se  alejan  de  la  militancia  violenta  con  la  organización  separatista  vasca  declarando  fin  a  su  campaña  de  43  años  de  violencia  política .
probar  suerte ,3,"Muchos  llegaban  luego  de  probar  suerte  en  otros  países ;  otros ,  por  referencia  de  terceros . ||| Trabajó  en  ese  teatro  sin  mucho  éxito  hasta  1828 ,  cuando  decidió  probar  suerte  en  Italia . ||| Sin  embargo ,  después  de  solo  una  temporada  en  Santos  Laguna ,  Cienfuegos  estaba  descontento  con  la  forma  en  que  se  le  estaba  utilizando  en  el  club  y  decidió  probar  suerte  en  Europa ."
de  pesos ,3,"Más  tarde ,  cuarenta  millones  de  pesos  se  invirtieron  para  preparar  el  lugar  para  el  turismo  y  se  abrieron  al  público  en  2008 . ||| « Andrés  también  asesinó  policías  para  cobrar  los  tres  o  cinco  millones  de  pesos  que  pagaba  el  patrón  como  recompensa  por  cada  agente  caído . ||| El  costo  total  del  Aeropuerto  Internacional  de  Palonegro  fue  de  $ 230  millones  de  pesos  de  1974 ."
por  ciertos ,3,"Somos  conducidos ,  enseñó ,  por  ciertos  "" residuos ""  ( de  instintos )  y  "" derivaciones ""  de  estos  residuos . ||| Aunque  modesto  acerca  de  su  propio  talento  como  escritor ,  Steinbeck  habló  abiertamente  de  su  propia  admiración  por  ciertos  escritores . ||| El  jugador  pierde  salud  cuando  es  golpeado  por  zombis  o  por  ciertos  peligros  ambientales  ( es  decir ,  radiación ) ."
que  se  quede ,3,Se  besan  y  Minnie  le  pide  que  se  quede  hasta  la  mañana . ||| Valery  le  dice  a  Angelika  que  se  quede  en  el  auto  mientras  él  toma  el  alcohol . ||| Una  chica  llamada  Mary  McSweeney  le  pide  a  su  padre  que  se  quede  en  casa  en  Nochebuena .
Los  márgenes ,3,"Los  márgenes  superior  e  inferior  de  una  página  también  se  denominan  "" cabeza ""  y  "" pie "" ,  respectivamente . ||| Los  márgenes  son  un  método  importante  para  organizar  la  palabra  escrita  y  tienen  una  larga  historia . ||| Los  márgenes  de  seguridad  estructurales  son  40%  por  encima  de  las  cargas  de  vuelo ,  superior  a  los  márgenes  del  25%  de  otros  cohetes ."
Por  el  momento,3,"Por  el  momento ,  a  las  personas  que  viajaron  en  el  mismo  vuelo  de  la  mujer  infectada  se  les  pide  ponerse  en  contacto  con  las  autoridades  de  salud . ||| Por  el  momento ,  Suecia  mantenía  una  tenue  posición  de  liderazgo . ||| Por  el  momento ,  millones  parece  ser  el  verdadero  poder  detrás  de  la  Mesa ,  pero  nunca  se  explicó  lo  que  está  haciendo ."
hombre  muerto ,3,"Los  historiadores  han  afirmado  que  Hoodoo  robó  dinero  de  un  hombre  muerto  antes  de  mudarse  a  Houston ,  Texas . ||| La  descripción  de  su  apariencia ,  edad  y  vestimenta  correspondía  precisamente  a  la  aparición  del  hombre  muerto  no  identificado  de  Times  Square . ||| Estas  personas  moribundas  dirían  que  el  hombre  muerto  se  les  apareció  y  las  torturó  de  muchas  maneras ."
en  breve ,3,"Jelena  y  Balsa  aparentemente  comenzaron  la  guerra  sin  preparación  con  la  esperanza  de  que  recibirían  en  breve  fácilmente  el  apoyo  internacional  . ||| En  1992 ,  todo  el  mundo  preveía  que  el  talonas  en  breve  iba  a  ser  reemplazado  por  una  moneda  permanente ,  el  litas . ||| Para  el  masculino :  Un  bilbotarra  abrirá  en  breve  el  primer  restaurante  vasco  en  Shanghái ,  con  casi  90  platos  de  cocina  tradicional ."
el  Mariscal ,3,"Además ,  el  Mariscal  Ney  tenía  85.000  hombres  más  a  un  día  de  marcha . ||| También  en  1980 ,  el  Mariscal  Tito  se  murió ,  y  los  nuevos  liderazgos  de  Yugoslavia  han  desviado  el  foco  para  otras  prioridades . ||| Esta  es  la  última  victoria  obtenida  por  el  Mariscal  Fibbia ."
en  Bolonia ,3,"1312  en  Bolonia  -  d. ||| También  fue  un  inquisidor  en  Florencia ,  y  un  lector  en  Bolonia  desde  1346  hasta  ca . ||| 1948-1949  –  la  Asociación  Italiana  del  Pacto  Roerich  en  Bolonia  organiza  el  trabajo  para  apoyar  el  Pacto  sobre  una  amplia  base ."
tierras  altas ,3,"En  general ,  los  etíopes  dependen  de  los  bosques  para  casi  todas  sus  necesidades  de  energía  y  construcción ;  el  resultado  ha  sido  la  deforestación  de  gran  parte  de  las  tierras  altas  durante  las  últimas  tres  décadas . ||| Fue  bien  recibida  en  las  tierras  altas  albanesas  y  pasó  sin  ser  molestada ,  a  pesar  de  ser  una  viajera  solitaria . ||| "" Cada  cristiano  de  las  tierras  altas  todavía  oye  cuentos  de  Gragn  en  su  niñez ."
acaban  de ,3,"Posteriormente ,  descubren  que  Marylee  en  realidad  está  viva ,  gracias  a  Bubba ,  a  quien  acaban  de  asesinar . ||| Por  lo  tanto ,  la  edad  de  un  solo  grupo  de  población  puede  medirse  buscando  las  estrellas  que  acaban  de  empezar  a  entrar  en  la  etapa  de  estrella  gigante . ||| Escena  3  El  Caballero  Blanco  y  el  Duque  Blanco  acaban  de  terminar  una  comida  decadente  en  la  Corte  Negra ."
dio  a  luz ,3,"Aunque  su  madre  es  desconocida ,  es  sabido  que  dio  a  luz  a  cinco  niños  más . ||| Kamala  dio  a  luz  a  un  niño  en  noviembre  de  1924 ,  pero  vivió  solo  durante  una  semana . ||| Según  testigos ,  Silvia  Quintela  fue  mantenida  en  una  base  militar  donde  finalmente  dio  a  luz  a  un  bebé  varón ."
en  Berna,3,"También ,  su  tío ,  el  pintor  Sigmund  Holbein ,  había  muerto  aquel  otoño  en  Berna ,  dejándole  sustancioso  dinero  y  efectos . ||| El  juego  era  una  leyenda  en  Berna . ||| A  ella  le  gusta  describir  esta  habilidad  como  "" hablar  con ""  las  plantas ,  algo  que  dice  que  hizo  en  la  granja  de  su  familia  en  Berna ."
tenía  lugar ,3,"Esta  fue  la  primera  vez  que  semejante  oleada  de  protestas  tenía  lugar  durante  la  administración  de  Putin . ||| Ninguna  gran  transacción ,  y  desde  luego  ningún  golpe ,  tenía  lugar  sin  el  conocimiento  de  Ricca . ||| El  ciclo  de  memoria  del  AGC  tenía  lugar  de  forma  continua  durante  el  funcionamiento  del  AGC ."
en  Barbados ,3,"Vivieron  en  Barbados  durante  once  años  con  sus  dos  hijos ,  Bill  y  Noelle . ||| El  gobierno  de  los  Estados  Unidos  ha  estado  representado  en  Barbados  desde  1923 . ||| Mick  y  yo  no  nos  habíamos  reunido  hacia  cuatro  años  desde  Dirty  Work ,  pero  tan  pronto  como  nos  encontramos  en  Barbados  durante  quince  días ,  con  un  par  de  guitarras  y  pianos ,  todo  estaba  bien "" ."
los  millones ,3,"En  1975 ,  Ngor  fue  uno  de  los  millones  que  fueron  trasladados  de  la  ciudad  a  campos  de  trabajos  forzados  en  el  campo . ||| La  compañía  proporciona  servicios  para  el  público  nacional  de  Cuba ,  así  como  a  los  millones  de  turistas  que  van  de  vacaciones  a  la  República  de  Cuba . ||| “ No  es  lo  que  el  público  debería  esperar  de  los  millones  que  se  pagan  a  G4S  para  que  lo  ejecuten ” ."
los  militantes ,3,"Hubo  una  gran  baja  civil  ( Total  493  incluyendo  militantes )  también  en  la  operación ,  ya  que  los  militantes  habían  estado  utilizando  a  los  peregrinos  que  habían  quedado  atrapados  dentro  del  templo  como  escudos  humanos . ||| Del  mismo  modo ,  el  informe  encontró  evidencia  de  que  los  militantes  palestinos  "" dispararon  un  cohete  desde  un  patio  de  una  escuela  del  Gobierno  en  la  ciudad  de  Gaza  en  un  momento  en  que  las  escuelas  estaban  cerradas "" . ||| En  este  período ,  los  militantes  del  PCd'I  se  encontrarían  aislados  de  trabajadores  reformistas  y  de  otros  militantes  antifascistas ."
como  mínimo,3,"Los  datos  revelan  que ,  como  mínimo ,  hasta  el  1825  el  afluente  aún  recibiría  el  nombre  de  Noya  o  Noia . ||| El  origen  exacto  de  los  dos  especímenes  es  incierto ,  pese  a  que ,  como  mínimo ,  uno  podría  provenir  de  Camerún . ||| Esto  fue  comunicado  por  un  estudio  del  año  2011 ,  indicando  272  santuarios  de  relevancia  local  como  mínimo ,  extendiéndose  desde  Panamá  hasta  el  sur  de  México ."
los  milagros ,3,"Difundir  los  milagros  de  Diego  en  todo  el  universo . ||| Jesús  se  convierte  en  un  profeta  de  Dios ,  continuando  con  los  milagros  y  también  la  predicación . ||| Sea  cual  sea  la  teoría ,  sin  embargo ,  se  acepta ,  la  creencia  en  los  milagros  y  la  revelación  no  se  ve  afectada ."
diera  cuenta  de ,3,""" Dix  más  que  cualquier  otra  figura  en  el  siglo  XIX ,  hizo  que  la  gente  en  América  y  virtualmente  toda  Europa  se  diera  cuenta  de  que  los  locos  estaban  siendo  sometidos  a  abusos  increíbles "" . ||| Me  aterraba  que  se  diera  cuenta  de  la  estrella  dentro  de  mi  suéter . ||| Esto  finalmente  hizo  que  Richard  se  diera  cuenta  de  lo  mucho  que  había  herido  a  su  padre ,  y  se  lanzó  a  encontrar  una  manera  de  curar  su  estado  de  coma ."
el  margraviato ,3,"Un  año  más  tarde  el  emperador  dio  el  margraviato  de  Meissen  a  los  cuatro  hermanos  conjuntamente . ||| Incluso  el  margraviato  de  Baden-Baden  se  pasó  al  luteranismo  ese  mismo  año ,  pero  de  hecho  solo  durante  breve  tiempo . ||| Para  este  tiempo  el  margraviato  era  de  facto  independiente  de  cualquier  autoridad  soberana ."
días  y  noches ,3,"Supongamos  que  una  persona  pasa  sus  días  y  noches  en  una  oficina ,  trabajando  en  actividades  no  del  todo  agradables  con  el  propósito  de  recibir  dinero . ||| Todos  los  hombres  se  agotaron  de  días  y  noches  de  continua  lucha . ||| Durante  diez  días  y  noches  imprimió  miles  de  copias ,  que  se  vendieron  por  cincuenta  centavos  cada  una "" .  de  A  Time  of  Terror ,  citado  en  Legends  of  America ,  ver  nota  previa ."
sin  parar ,3,"A  través  de  los  años ,  fue  destruida  y  reconstruida  varias  veces ,  pero  que  es ,  después  de  la  Ciudad  de  Quebec  ,  el  sitio  militar  que  ha  sido  ocupado  sin  parar  durante  más  tiempo  en  Canadá . ||| Polina  Osypenko  era  una  piloto  militar ,  que  batió  varios  récords  mundiales ,  incluyendo  el  vuelo  más  largo  sin  parar  nunca  completados  por  una  mujer  en  1938 . ||| Selby  Gibson-Boyce  de  “ Tulsa  World ”  escribió :  "" Leí  sin  parar  hasta  que  terminé ."
en  Bathurst ,3,"El  periódico  diario  local  es  el  Western  Advocate ,  publicado  en  Bathurst  por  150  años . ||| El  2  de  noviembre  de  1830 ,  diez  miembros  de  los  Ribbon  Boys  fueron  colgados  en  Bathurst  por  sus  crímenes . ||| "" Leila  Waddell  reconocido  en  Bathurst  200  Celebración """
pasa  por  alto ,3,"Dalton ,  que  pasa  por  alto  el  moshav . ||| Esta  pasa  por  alto  el  kibbutz  Negba ,  el  fuerte  de  policía  Iraq  Suwaydan ,  y  las  colinas  100 ,  103  y  113 . ||| Si  bien  el  autor ,  Hans-Werner  Sinn  en  particular  afirma  que  los  esquemas  de  apoyo  a  las  fuentes  de  energía  renovables  tienen  poco  efecto ,  pasa  por  alto  el  apoyo  gubernamental  al  consumo  y  la  producción  de  combustibles  fósiles ."
llevaron  a  cabo,3,"En  general ,  las  autoridades  locales  ordenaron  la  expulsión ,  que  los  voluntarios  armados  llevaron  a  cabo . ||| Los  planes  de  General  Motors ,  en  1930 ,  para  lanzar  un  prototipo  llamado  Abadal  Continental  nunca  se  llevaron  a  cabo . ||| Su  implicación  en  el  arte  público  y  el  espacio  urbano  condujo  al  escultor  a  participar  en  varios  proyectos  arquitectónicos ,  quince  de  los  cuales  se  llevaron  a  cabo ."
